Index,Hora,Frecuencia Cardiaca,Frecuencia Respiratoria,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5
153,18:25:45,71,0,107,16,133,11,0
154,18:25:57,131,17,191,100,108,130,33
155,18:26:10,137,17,176,13,32,178,158
156,18:26:22,85,64,36,79,12,105,234
157,18:26:35,82,15,0,0,66,0,0
158,18:26:47,84,15,238,37,138,152,218
159,18:26:59,136,69,239,90,90,220,192
160,18:27:12,84,0,193,148,119,246,222
161,18:27:24,82,64,107,91,111,120,143
162,18:27:37,129,17,107,121,97,113,105
163,18:27:50,84,17,107,121,97,113,105
164,18:28:02,80,17,121,90,17,122,35
165,18:28:16,129,15,112,55,93,99,73
166,18:28:29,129,18,154,60,104,111,69
167,18:28:43,129,18,116,119,203,89,201
168,18:28:56,77,17,114,96,128,89,79
169,18:29:23,141,17,137,62,148,140,34
170,18:29:35,84,17,200,205,147,122,108
171,18:29:47,86,16,200,205,41,220,138
172,18:29:59,126,17,160,204,85,103,38
173,18:30:11,81,17,45,205,54,117,21
174,18:30:24,136,64,15,4,56,57,71
175,18:30:36,138,16,237,192,161,121,71
176,18:30:48,86,16,237,192,161,121,71
177,18:31:03,126,65,139,85,178,61,95
178,18:31:19,126,65,148,161,174,119,23
179,18:31:31,126,17,172,77,110,237,243
180,18:31:44,73,17,100,235,184,252,208
181,18:31:56,73,17,97,13,102,56,166
182,18:32:08,68,17,66,99,86,80,220
183,18:32:20,117,18,124,95,99,103,8
184,18:32:33,131,18,187,190,143,70,163
185,18:32:45,88,18,139,139,122,122,196
186,18:32:57,131,18,70,4,207,77,134
187,18:33:09,79,66,226,46,183,152,224
188,18:33:23,79,61,137,148,226,185,137
189,18:33:50,72,59,108,148,107,250,227
190,18:34:02,128,11,187,78,118,172,110
191,18:34:14,0,11,175,156,70,172,32
192,18:34:26,70,62,241,149,167,48,255
193,18:34:39,69,0,235,62,18,10,54
194,18:34:52,0,69,221,213,127,71,9
195,18:35:04,72,0,187,240,204,191,208
196,18:35:15,76,170,62,120,116,85,159
197,18:35:27,76,170,206,123,176,213,84
198,18:35:39,76,14,129,134,116,79,117
199,18:35:52,76,18,32,132,204,99,204
200,18:36:05,76,64,32,132,204,99,204
201,18:36:19,83,19,133,132,125,137,209
202,18:36:33,79,19,50,157,202,60,188
203,18:36:45,79,68,50,157,202,60,188
204,18:36:58,85,14,50,53,91,245,146
205,18:37:10,85,61,123,37,113,90,149
206,18:37:23,71,60,170,201,116,144,225
207,18:37:36,65,60,45,179,119,162,174
208,18:37:48,71,13,100,189,241,22,179
209,18:38:01,123,17,6,69,254,22,71
210,18:38:14,66,0,185,106,86,98,232
211,18:38:25,66,65,185,106,86,98,232
212,18:38:37,66,16,159,157,124,77,113
213,18:38:49,66,16,144,84,194,133,71
214,18:39:01,71,16,144,84,194,133,71
215,18:39:16,71,16,161,169,100,80,247
216,18:39:31,71,61,25,80,239,8,146
217,18:39:45,81,60,101,121,182,118,47
218,18:39:58,81,13,237,224,132,160,165
219,18:40:12,81,64,143,85,34,210,81
220,18:40:25,72,66,143,85,34,210,81
221,18:40:36,69,15,143,85,34,210,81
222,18:40:50,69,15,11,89,155,19,166
223,18:41:03,69,15,116,200,64,128,200
224,18:41:14,69,64,228,112,41,239,25
225,18:41:30,116,17,83,197,44,189,9
226,18:41:43,116,68,192,43,167,0,4
227,18:41:54,64,62,111,38,201,6,178
228,18:42:07,64,15,60,210,201,114,71
229,18:42:20,64,63,60,210,228,37,141
230,18:42:33,64,16,227,23,115,155,246
231,18:42:46,63,18,176,116,161,252,119
232,18:42:58,66,12,107,88,78,197,207
233,18:43:11,70,63,107,88,78,197,207
234,18:43:25,70,63,167,36,218,218,223
235,18:43:40,70,15,183,172,255,178,203
236,18:43:51,70,12,203,153,123,206,233
237,18:44:04,70,13,43,51,68,73,123
238,18:44:19,122,14,27,87,189,177,170
239,18:44:31,122,14,64,224,177,19,188
240,18:44:43,70,62,52,77,156,68,51
241,18:44:55,122,18,92,158,132,66,116
242,18:45:06,123,65,51,154,138,220,86
243,18:45:20,123,15,131,119,97,109,98
244,18:45:32,77,63,105,43,154,108,211
245,18:45:44,77,63,207,157,19,212,205
246,18:45:57,0,15,138,184,170,60,172
247,18:46:11,86,15,167,140,110,94,171
248,18:46:22,68,65,115,4,96,240,137
249,18:46:35,85,18,88,87,120,135,127
250,18:46:47,86,66,98,90,233,153,81
251,18:46:59,86,70,192,81,249,111,105
252,18:47:11,83,22,231,176,119,118,79
253,18:47:24,132,69,231,176,119,118,79
254,18:47:36,132,20,201,5,119,41,108
255,18:47:49,80,66,51,205,74,42,157
256,18:48:01,80,14,95,156,20,0,157
257,18:48:13,80,14,248,191,170,66,157
258,18:48:24,80,16,210,165,141,60,195
259,18:48:37,73,14,213,71,190,241,208
260,18:48:48,82,18,213,71,190,241,208
261,18:49:17,76,19,116,41,78,72,254
262,18:49:30,76,17,101,61,23,55,214
263,18:49:43,71,19,101,61,23,55,214
264,18:49:57,123,18,191,152,198,140,151
265,18:50:10,69,66,109,22,109,113,245
266,18:50:22,69,20,68,99,127,218,127
267,18:50:34,123,20,222,9,8,36,55
268,18:50:46,77,15,155,226,188,164,201
269,18:50:58,77,15,123,124,169,211,245
270,18:51:10,72,62,47,53,100,0,0
271,18:51:23,72,13,5,53,84,0,0
272,18:51:49,123,12,63,136,221,143,126
273,18:52:03,123,17,114,235,240,214,172
274,18:52:17,83,16,3,21,159,17,206
275,18:52:29,83,65,226,242,47,61,238
276,18:52:41,133,15,112,78,17,64,161
277,18:52:54,124,13,99,181,150,136,247
278,18:53:07,78,12,99,181,150,136,247
279,18:53:19,83,12,157,96,211,218,39
280,18:53:33,135,13,173,48,57,0,79
281,18:53:45,83,14,40,152,219,2,248
282,18:53:59,73,15,122,111,112,10,173
283,18:54:11,66,17,123,132,145,123,114
284,18:54:22,66,19,199,175,119,84,0
285,18:54:35,66,19,20,46,39,245,65
286,18:54:47,66,65,102,209,127,47,57
287,18:54:58,66,61,133,46,202,105,104
288,18:55:11,66,11,239,211,238,139,79
289,18:55:23,66,58,170,89,174,38,140
290,18:55:35,122,15,71,14,250,51,248
291,18:55:48,128,21,34,255,63,197,201
292,18:56:00,76,69,115,14,127,111,23
293,18:56:13,82,148,134,186,37,191,203
294,18:56:26,82,61,233,61,170,237,74
295,18:56:38,83,62,43,120,123,193,29
296,18:56:50,142,13,121,236,60,231,22
297,18:57:04,87,64,161,97,132,200,232
298,18:57:17,131,16,103,78,109,72,48
299,18:57:29,78,17,39,106,115,130,242
300,18:57:43,78,84,150,139,233,59,245
301,18:57:55,78,19,5,149,237,194,187
302,18:58:07,80,17,204,179,23,5,117
303,18:58:19,63,68,92,150,134,40,54
304,18:58:31,63,20,116,113,8,137,78
305,18:58:43,62,65,134,62,55,164,54
306,18:58:55,62,61,134,62,55,164,54
307,18:59:07,114,12,115,103,89,23,126
308,18:59:20,66,15,114,108,166,7,35
309,18:59:32,121,17,165,49,247,49,14
310,18:59:44,75,19,178,111,96,120,5
311,18:59:57,68,19,138,102,236,65,124
312,19:00:10,0,21,233,36,254,142,119
313,19:00:22,0,22,107,175,97,124,165
314,19:00:37,193,16,110,249,112,186,0
315,19:00:49,57,14,74,61,44,241,181
316,19:01:01,0,62,108,2,122,131,22
317,19:01:13,195,14,24,92,95,210,66
318,19:01:25,0,16,132,110,145,35,171
319,19:01:37,0,17,127,48,37,131,90
320,19:01:50,132,17,177,224,206,159,57
321,19:02:02,140,19,4,162,224,54,161
322,19:02:15,141,16,93,135,119,139,141
323,19:02:29,133,17,162,96,103,103,0
324,19:02:41,133,16,27,59,113,199,165
325,19:02:54,81,14,209,136,236,68,253
326,19:03:06,88,14,203,189,176,48,85
327,19:03:19,88,12,170,77,81,13,255
328,19:03:32,140,60,122,185,182,220,35
329,19:03:45,140,15,0,90,123,163,107
330,19:03:57,140,15,140,158,174,243,154
331,19:04:09,0,14,105,139,160,125,121
332,19:04:21,0,14,244,152,158,238,187
333,19:04:34,131,14,243,44,237,4,150
334,19:04:47,71,59,195,106,57,128,101
335,19:04:59,71,84,186,72,47,160,17
336,19:05:12,71,62,85,150,106,162,132
337,19:05:23,71,13,105,179,129,138,45
338,19:05:35,76,11,80,91,136,146,126
339,19:05:47,73,57,145,43,187,64,39
340,19:06:02,73,9,207,61,116,208,194
341,19:06:15,65,9,152,196,168,152,159
342,19:06:27,65,56,112,156,138,112,244
343,19:06:39,116,56,222,242,68,229,149
344,19:06:52,64,9,102,255,61,157,81
345,19:07:04,68,12,148,199,218,100,213
346,19:07:17,74,62,106,94,147,45,124
347,19:07:30,81,64,116,126,96,148,138
348,19:07:43,86,64,250,232,74,81,221
349,19:07:56,72,9,38,64,44,99,105
350,19:08:08,65,9,44,213,36,227,120
351,19:08:22,65,17,106,56,96,119,136
352,19:08:49,124,15,235,83,137,42,78
353,19:09:01,83,60,170,134,72,212,29
354,19:09:14,83,61,63,229,183,153,115
355,19:09:26,83,11,58,238,94,199,216
356,19:09:39,135,11,127,225,94,235,35
357,19:09:51,74,11,249,57,24,64,35
358,19:10:05,71,14,225,101,205,110,27
359,19:10:18,120,14,221,126,115,96,113
360,19:10:31,120,62,88,151,70,203,134
361,19:10:42,70,16,92,182,125,153,43
362,19:11:09,79,16,51,165,15,137,152
363,19:11:23,77,16,77,171,156,223,60
364,19:11:35,66,9,178,59,151,121,241
365,19:11:48,118,13,86,237,156,153,155
366,19:12:01,66,64,24,171,139,61,223
367,19:12:14,66,63,179,195,148,91,141
368,19:12:26,65,63,150,34,210,28,65
369,19:12:39,71,16,91,115,220,18,227
370,19:12:52,74,65,91,98,128,159,93
371,19:13:07,74,19,95,124,80,54,69
372,19:13:18,74,66,109,159,160,103,77
373,19:13:32,74,18,80,129,70,132,47
374,19:13:44,121,19,169,181,29,200,216
375,19:13:56,73,19,88,164,78,26,219
376,19:14:09,70,16,176,91,113,105,232
377,19:14:21,70,17,250,149,80,0,149
378,19:15:10,78,16,137,80,76,68,236
379,19:15:22,76,15,125,107,132,116,11
380,19:15:35,71,13,125,109,142,125,191
381,19:15:47,71,13,116,90,101,110,185
382,19:16:01,77,63,231,23,237,139,32
383,19:16:14,89,16,170,216,149,54,32
384,19:16:28,89,17,123,12,147,153,119
385,19:16:39,89,20,15,126,147,101,87
386,19:16:51,88,21,15,126,147,101,87
387,19:17:06,74,22,102,140,121,150,62
388,19:17:19,77,20,109,120,140,111,159
389,19:17:31,77,19,50,200,3,133,119
390,19:17:43,77,16,226,250,163,163,210
391,19:17:56,79,13,54,146,168,203,235
392,19:18:08,77,62,77,100,136,18,149
393,19:18:23,69,19,237,165,212,146,186
394,19:18:35,69,19,136,77,141,249,157
395,19:18:48,118,16,212,189,92,88,33
396,19:19:01,128,15,217,95,134,254,143
