Index,Hora,Frecuencia Cardiaca,Frecuencia Respiratoria,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5
103,19:45:31,89,17,109,228,118,145,129
104,19:45:44,89,13,131,120,95,189,242
105,19:45:58,78,66,9,146,150,25,135
106,19:46:09,72,14,120,130,124,137,155
107,19:46:21,68,12,116,0,104,152,90
108,19:46:34,65,14,39,31,161,90,227
109,19:46:47,62,12,39,31,161,90,227
110,19:47:00,114,16,116,10,150,123,45
111,19:47:12,132,16,164,104,94,233,231
112,19:47:25,124,62,50,98,156,96,15
113,19:47:37,122,62,217,30,59,96,57
114,19:47:51,117,15,8,159,145,110,125
115,19:48:03,116,19,90,75,160,128,81
116,19:48:17,116,68,128,0,136,122,78
117,19:48:31,64,20,199,102,153,83,145
118,19:48:43,81,19,128,243,174,23,208
119,19:48:57,62,18,103,51,51,102,250
120,19:49:11,71,20,91,128,126,138,143
121,19:49:23,75,20,91,128,126,138,143
122,19:49:35,68,68,100,60,97,79,51
123,19:49:47,68,69,126,127,110,123,139
124,19:50:00,68,22,163,140,128,54,70
125,19:50:12,68,22,215,178,73,113,59
126,19:50:25,120,22,110,103,133,247,7
127,19:50:39,70,21,89,217,120,154,201
128,19:50:51,70,22,114,244,83,89,133
129,19:51:03,122,17,195,181,216,89,246
130,19:51:16,70,12,98,139,178,12,16
131,19:51:30,70,11,50,138,94,155,226
132,19:51:43,70,58,131,144,18,157,137
133,19:52:10,79,17,165,130,128,107,181
134,19:52:23,125,18,143,121,150,142,124
135,19:52:38,63,0,212,160,172,208,115
136,19:52:50,63,20,135,117,127,128,189
137,19:53:04,63,17,161,127,86,203,245
138,19:53:17,75,16,98,155,144,184,197
139,19:53:30,75,16,0,130,124,129,47
140,19:53:42,77,13,98,217,26,130,150
141,19:53:55,86,12,15,120,192,250,253
142,19:54:08,138,16,134,119,113,84,153
143,19:54:22,121,15,119,139,118,151,53
144,19:54:35,74,18,113,172,253,83,89
145,19:54:49,75,64,114,205,216,137,32
146,19:55:01,75,59,170,87,139,99,211
147,19:55:14,75,12,229,203,126,13,127
148,19:55:26,75,14,141,153,108,120,194
149,19:55:38,63,63,37,84,134,116,29
150,19:55:51,64,19,102,99,110,88,179
151,19:56:06,68,68,229,185,98,63,221
152,19:56:21,75,17,126,76,107,158,108
153,19:56:33,75,17,100,144,215,200,55
154,19:56:46,75,15,94,120,102,106,75
155,19:56:59,75,15,244,108,167,141,202
156,19:57:11,76,66,161,49,98,222,52
157,19:57:23,137,20,112,123,124,125,157
158,19:57:35,85,21,142,157,218,202,169
159,19:57:47,86,25,153,135,138,123,248
160,19:58:00,82,18,110,118,97,145,234
161,19:58:12,74,18,135,112,176,118,72
162,19:58:25,75,21,129,104,64,118,111
163,19:58:38,77,23,99,153,110,130,160
164,19:58:50,129,24,146,128,112,155,250
165,19:59:05,85,72,152,126,130,98,130
166,19:59:18,137,21,87,129,206,197,110
167,19:59:30,137,19,89,128,150,149,194
168,19:59:45,79,69,113,132,110,149,154
169,19:59:57,79,69,137,118,127,146,124
170,20:00:11,79,18,122,126,119,138,125
171,20:00:24,76,0,113,147,120,140,188
172,20:00:36,82,66,24,46,100,128,130
173,20:00:47,84,68,167,117,150,162,218
174,20:00:59,84,20,49,113,129,35,142
175,20:01:12,84,20,103,43,120,137,73
176,20:01:24,71,20,192,105,179,203,36
177,20:01:36,63,21,166,182,43,203,36
178,20:01:49,62,16,216,184,196,158,250
179,20:02:01,114,20,109,209,100,111,162
180,20:02:14,62,20,160,157,131,86,195
181,20:02:26,65,21,142,138,152,117,141
182,20:02:38,117,21,111,193,95,13,205
183,20:02:50,81,68,179,131,136,115,137
184,20:03:03,83,20,113,125,120,119,175
185,20:03:15,135,20,63,52,224,26,187
186,20:03:28,83,16,6,69,209,195,191
187,20:03:41,85,10,78,135,90,130,156
188,20:03:55,80,10,53,149,127,23,113
189,20:04:07,137,16,139,223,61,143,102
190,20:04:19,137,16,100,133,172,182,249
191,20:04:32,137,16,104,136,134,109,137
192,20:04:45,69,14,165,111,142,126,2
193,20:04:59,69,62,165,111,142,126,2
194,20:05:12,121,62,144,175,139,86,168
195,20:05:25,121,19,226,117,80,6,189
196,20:05:38,123,19,37,116,115,127,80
197,20:05:49,123,66,195,120,20,65,69
198,20:06:03,71,65,30,8,110,125,7
199,20:06:14,74,62,66,204,210,154,41
200,20:06:28,0,15,162,141,177,118,143
201,20:06:40,77,13,151,32,234,139,38
202,20:06:52,70,10,151,32,234,139,38
203,20:07:04,85,13,228,113,218,248,169
204,20:07:18,137,13,228,113,218,248,169
205,20:07:31,87,19,95,86,134,76,59
206,20:07:43,81,0,255,114,79,138,230
207,20:07:56,72,64,172,122,120,94,126
208,20:08:08,125,16,200,234,127,151,3
209,20:08:22,74,16,127,119,114,115,248
210,20:08:35,74,17,247,152,76,129,108
211,20:08:47,74,65,116,191,90,147,207
212,20:09:01,89,65,59,83,202,159,21
213,20:09:14,89,14,98,151,117,26,56
214,20:09:26,84,0,156,142,235,137,113
215,20:09:41,95,15,100,81,79,222,38
216,20:09:54,78,15,163,197,13,186,127
217,20:10:06,86,16,158,114,123,97,90
218,20:10:20,86,64,66,121,134,134,204
219,20:10:31,86,162,143,126,167,84,0
220,20:10:44,128,19,148,159,112,89,171
221,20:10:56,76,69,59,183,192,57,245
222,20:11:09,71,69,77,65,84,126,0
223,20:11:21,78,21,146,32,210,86,121
224,20:11:33,70,64,173,230,84,127,26
225,20:11:45,66,64,230,192,21,189,76
226,20:11:58,65,14,204,107,140,207,205
227,20:12:46,78,17,36,78,92,119,165
228,20:12:59,81,17,125,107,192,120,207
229,20:13:12,81,20,144,232,26,110,32
230,20:13:23,81,20,149,175,234,238,84
231,20:13:35,81,17,76,5,242,76,91
232,20:13:48,130,19,58,247,163,138,140
233,20:14:00,68,12,185,161,163,133,253
234,20:14:12,63,58,113,116,112,104,54
235,20:14:25,75,19,20,103,140,157,168
236,20:14:38,79,16,99,133,220,84,0
237,20:14:51,88,18,15,193,183,156,198
238,20:15:03,88,22,116,137,160,151,246
239,20:15:16,140,23,165,95,144,169,190
240,20:15:28,86,22,42,192,97,198,210
241,20:15:40,82,19,183,22,99,219,25
242,20:15:52,72,66,165,240,96,252,114
243,20:16:06,79,15,165,240,96,252,114
244,20:16:19,72,64,125,125,62,65,55
245,20:16:31,72,63,150,179,93,189,50
246,20:16:43,65,12,95,144,208,160,47
247,20:16:56,70,61,95,144,208,160,47
248,20:17:10,74,0,133,101,136,215,186
249,20:17:23,62,0,160,155,131,113,143
250,20:17:36,62,18,114,124,127,123,4
251,20:17:49,64,12,125,84,80,107,104
252,20:18:02,122,17,117,121,91,90,131
253,20:18:14,114,17,111,105,126,97,159
254,20:18:27,81,14,108,218,105,107,194
255,20:18:39,86,14,8,71,150,6,45
256,20:18:54,86,60,128,111,121,120,144
257,20:19:07,81,11,117,129,155,156,229
258,20:19:20,132,57,243,139,96,180,83
259,20:19:33,78,14,243,139,96,180,41
260,20:19:45,123,12,56,184,156,98,41
261,20:19:58,62,12,219,193,112,162,100
262,20:20:10,62,59,101,126,171,135,188
263,20:20:23,62,12,135,121,43,117,57
264,20:20:37,72,60,136,165,148,166,164
265,20:20:49,78,61,190,154,217,174,116
266,20:21:01,76,15,212,115,81,121,235
267,20:21:15,128,17,137,127,116,95,176
268,20:21:26,76,17,26,125,130,121,190
269,20:21:38,76,15,222,115,108,177,199
270,20:21:51,76,68,32,167,246,72,114
271,20:22:03,85,17,230,38,163,80,29
272,20:22:19,85,21,148,7,83,172,22
273,20:22:32,85,18,204,145,112,113,178
274,20:22:46,137,12,153,134,132,118,231
275,20:22:57,136,12,140,72,139,133,121
276,20:23:10,84,59,139,137,133,123,223
277,20:23:22,84,9,146,246,213,175,114
278,20:23:34,84,59,196,146,194,51,88
279,20:23:48,128,11,177,127,127,128,184
280,20:23:59,86,60,128,128,127,128,127
281,20:24:12,52,60,128,128,128,128,128
282,20:24:25,52,60,128,128,128,128,128
283,20:24:37,52,60,128,128,128,128,128
284,20:24:49,81,19,127,127,127,127,185
285,20:25:01,81,25,128,128,128,128,187
286,20:25:14,81,0,128,128,128,128,187
287,20:25:26,81,0,128,128,128,128,187
288,20:25:38,81,0,128,128,128,128,187
289,20:25:50,81,0,128,128,128,128,187
290,20:26:03,81,0,128,128,128,128,187
291,20:26:15,81,0,128,128,128,128,187
292,20:26:28,81,0,128,128,128,128,187
293,20:26:42,80,17,128,128,128,128,187
294,20:26:55,75,17,130,128,129,126,127
295,20:27:08,75,63,129,128,126,126,182
296,20:27:21,71,60,127,128,128,128,127
297,20:27:34,123,15,123,123,131,131,165
298,20:27:46,71,21,124,121,134,127,123
299,20:27:59,82,24,101,143,124,115,174
300,20:28:11,88,0,94,126,124,128,180
301,20:28:26,142,69,131,127,131,128,186
302,20:28:39,90,68,118,160,118,132,185
