Index,Hora,Frecuencia Cardiaca,Frecuencia Respiratoria,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5
607,23:31:51,72,11,216,35,135,82,41

608,23:32:03,72,12,91,244,96,90,115

609,23:32:16,70,11,79,106,128,43,136

610,01:20:36,78,64,146,127,118,134,228

611,01:20:50,78,64,142,127,114,113,191

612,01:21:02,131,19,142,127,114,113,191

613,01:21:14,79,13,139,224,144,225,166

614,01:21:26,133,15,126,26,50,129,255

615,01:21:38,80,17,122,127,118,143,196

616,01:21:51,80,14,132,146,166,162,152

617,01:22:03,77,14,122,108,146,109,145

618,01:22:15,70,64,117,144,132,128,141

619,01:22:27,83,19,119,102,133,133,157

620,01:22:39,85,24,225,138,85,10,164

621,01:22:52,85,24,55,104,138,204,171

622,01:23:04,85,13,70,0,157,129,213

623,01:23:17,85,13,151,131,78,156,147

624,01:23:30,72,61,232,152,109,109,237

625,01:23:44,0,63,114,150,109,127,147

626,01:23:56,73,62,175,179,106,99,219

627,01:24:09,73,66,35,97,106,99,219

628,01:24:21,73,69,35,97,106,99,219

629,01:24:34,72,71,161,128,130,142,59

630,01:24:47,72,24,100,251,89,151,247

631,01:25:02,80,0,146,127,84,120,137

632,01:25:14,88,19,108,140,240,108,54

633,01:25:29,85,14,219,108,88,91,232

634,01:25:43,137,65,126,143,85,101,79

635,01:25:55,88,20,125,103,72,88,58

636,01:26:08,130,18,150,183,148,126,153

637,01:26:21,138,18,120,76,164,161,81

638,01:26:34,138,17,175,172,107,253,136

639,01:26:46,138,17,115,104,133,137,18

640,01:26:58,65,21,137,157,177,32,157

641,01:27:10,65,21,198,120,117,119,221

642,01:27:22,65,21,126,92,118,123,76

643,01:27:35,63,20,112,123,80,85,187

644,01:27:47,0,20,138,149,123,139,99

645,01:28:00,0,0,225,72,159,80,179

646,01:28:14,70,22,225,72,159,80,179

647,01:28:26,85,0,225,72,159,80,179

648,01:28:40,140,64,239,86,64,144,84

649,01:28:52,79,19,125,101,120,132,196

650,01:29:06,124,19,124,146,50,99,28

651,01:29:18,123,64,69,85,232,83,89

652,01:29:30,82,63,99,118,136,110,122

653,01:29:42,136,13,34,129,198,114,226

654,01:29:54,71,12,52,57,72,119,78

655,01:30:06,76,17,128,147,137,164,227

656,01:30:17,80,18,133,142,115,139,201

657,01:30:30,81,13,109,210,86,79,226

658,01:30:42,84,12,121,123,129,128,158

659,01:30:55,76,12,70,125,118,140,124

660,01:31:09,76,15,47,191,115,119,98

661,01:31:22,78,16,118,132,157,53,154

662,01:31:35,78,17,133,123,130,139,204

663,01:31:48,79,15,133,123,130,139,204

664,01:32:01,86,12,48,175,98,127,163

665,01:32:15,86,11,163,252,92,121,77

666,01:32:27,86,59,146,141,107,118,205

667,01:32:40,79,11,130,106,138,139,177

668,01:32:52,79,16,179,114,78,135,244

669,01:33:03,88,20,179,114,78,135,244

670,01:33:17,88,65,184,125,132,116,179

671,01:33:31,76,63,153,83,132,125,173

672,01:33:44,99,19,21,118,153,200,172

673,01:33:56,99,15,115,115,150,40,176

674,01:34:08,0,13,108,99,72,233,25

675,01:34:20,75,10,222,125,80,152,246

676,01:34:33,75,13,14,124,164,126,248

677,01:34:45,75,15,130,135,103,110,149

678,01:34:57,75,16,138,136,122,125,167

679,01:35:10,74,18,74,165,116,127,227

680,01:35:22,74,11,162,206,202,186,174

681,01:35:36,126,11,120,91,120,19,24

682,01:35:49,74,18,250,162,214,189,114

683,01:36:02,84,22,250,162,214,189,114

684,01:36:16,0,69,118,127,61,255,229

685,01:36:29,0,20,80,97,34,152,58

686,01:36:40,0,17,183,151,18,90,113

687,01:36:54,0,19,170,170,187,98,179

688,01:37:07,72,19,143,121,112,143,154

689,01:37:19,85,15,113,121,241,24,84

690,01:37:46,88,64,110,172,153,138,29

691,01:37:59,88,61,98,114,166,179,247

692,01:38:13,88,140,31,248,170,64,140

693,01:38:26,80,12,93,120,162,106,120

694,01:38:37,132,11,151,92,87,128,153

695,01:38:51,132,17,124,131,143,149,214

696,01:39:03,82,21,124,131,143,149,214

697,01:39:15,82,21,117,21,123,53,154

698,01:39:27,82,17,164,151,83,145,102

699,01:39:39,134,18,150,126,120,142,175

700,01:39:51,82,18,108,122,181,84,0

701,01:40:04,82,17,110,126,151,109,182

702,01:40:20,127,18,91,86,140,135,159

703,01:40:34,79,20,129,111,128,133,179

704,01:40:46,79,18,133,102,110,163,181

705,01:40:58,74,16,178,156,160,133,20

706,01:41:11,71,63,110,128,176,129,97

707,01:41:24,71,15,120,98,89,178,227

708,01:41:38,70,0,213,36,51,4,253

709,01:41:51,78,21,104,149,93,195,84

710,01:42:02,78,20,168,126,196,12,159

711,01:42:14,78,20,102,229,102,8,86

712,01:42:26,78,15,26,188,205,150,6

713,01:42:38,81,13,166,121,111,117,166

714,01:42:51,84,11,87,241,48,25,146

715,01:43:03,136,14,141,192,194,138,59

716,01:43:16,77,61,217,83,131,14,110

717,01:43:43,84,18,118,138,128,128,163

718,01:43:57,71,18,146,119,151,138,220

719,01:44:10,71,19,123,137,118,203,84

720,01:44:23,122,17,137,136,155,121,176

721,01:44:35,73,66,121,72,125,176,76

722,01:44:49,71,66,138,165,83,133,188

723,01:45:02,64,16,143,160,91,102,111

724,01:45:14,64,69,171,165,243,99,91

725,01:45:28,64,71,123,132,8,38,236

726,01:45:39,64,23,215,156,123,6,45

727,01:46:06,64,69,116,130,107,141,161

728,01:46:18,64,20,111,26,114,88,190

729,01:46:32,65,0,78,139,73,116,85

730,01:46:46,65,64,93,162,156,162,31

731,01:46:58,64,63,127,119,122,118,226

732,01:47:11,73,14,207,106,110,103,226

733,01:47:23,74,64,207,106,110,103,226

734,01:47:35,75,13,210,160,9,195,150

735,01:47:47,75,13,122,110,131,127,168

736,01:47:59,76,20,84,0,129,5,0

737,01:48:12,76,17,246,146,114,124,169

738,01:48:25,129,17,140,134,129,120,206

739,01:48:38,83,20,130,149,142,194,238

740,01:48:51,135,16,176,87,128,68,253

741,01:49:03,83,18,176,87,128,68,253

742,01:49:15,88,14,168,133,129,127,228

743,01:49:29,88,10,114,146,201,24,86

744,01:49:41,88,13,107,117,121,144,132

745,01:49:53,129,15,128,119,133,101,60

746,01:50:08,77,17,50,104,130,82,224

747,01:50:21,77,14,121,50,148,212,106

748,01:50:33,77,10,115,129,104,162,12

749,01:50:46,77,9,156,120,99,142,181

750,01:51:00,75,9,6,239,143,219,113

751,01:51:12,71,11,142,153,124,117,198

752,01:51:24,71,12,148,126,175,241,126

753,01:51:36,118,13,221,119,142,157,132

754,01:51:51,72,13,108,112,103,139,132

755,01:52:04,75,11,108,145,134,125,199

756,01:52:17,127,14,112,249,138,188,242

757,01:52:29,82,14,115,129,130,126,159

758,01:52:42,89,18,100,99,82,232,83

759,01:52:55,89,18,143,194,83,122,180

760,01:53:07,78,19,139,127,136,137,111

761,01:53:20,81,23,147,126,145,109,211

762,01:53:33,76,16,119,149,169,125,229

763,01:53:45,69,15,102,134,121,104,152

764,01:53:57,69,18,113,93,112,155,143

765,01:54:10,78,66,138,154,124,101,173

766,01:54:22,121,66,119,114,103,151,166

767,01:54:35,69,13,95,145,121,127,175

768,01:54:47,121,14,130,107,148,139,163

769,01:55:00,168,19,105,87,107,123,137

770,01:55:13,0,21,200,121,106,126,164

771,01:55:25,63,21,139,141,88,168,203

772,01:55:37,63,12,131,77,104,103,134

773,01:55:49,74,14,122,140,134,143,237

774,01:56:01,128,16,111,142,125,134,178

775,01:56:14,68,64,127,126,100,196,178

776,01:56:26,68,65,138,100,97,46,19

777,01:56:39,76,18,111,250,162,128,155

778,01:56:54,131,20,130,123,106,139,192

779,01:57:07,79,69,113,20,111,143,48

780,01:57:19,150,21,93,138,123,129,125

781,01:57:31,128,15,131,169,90,46,247

782,01:57:43,66,62,142,22,210,36,109

783,01:57:55,66,59,82,153,154,192,28

784,01:58:08,66,11,87,126,98,76,56

785,01:58:20,0,11,136,105,122,113,130

786,01:58:33,0,0,124,128,126,119,116

787,01:58:46,71,70,153,140,115,82,125

788,01:59:00,71,70,122,127,144,141,221

789,01:59:12,66,18,122,127,144,141,221

790,02:00:00,65,19,103,108,128,126,156

791,02:00:14,65,66,118,122,125,131,162

792,02:00:29,65,68,118,122,125,131,162

793,02:00:40,65,69,118,122,125,131,162

794,02:00:53,78,20,30,73,18,200,130

795,02:01:05,69,68,112,116,92,168,182

796,02:01:17,0,20,112,116,92,168,182

797,02:01:29,56,66,102,119,2,134,110

798,02:01:41,82,18,124,148,80,117,121

799,02:01:54,137,64,169,97,90,151,124

800,02:02:07,85,9,169,97,90,151,124

801,02:02:20,79,60,129,179,132,172,199

802,02:02:33,85,14,167,148,104,127,103

803,02:02:46,130,14,115,105,152,149,201

804,02:02:59,81,19,121,151,162,151,175

805,02:03:11,81,66,94,174,229,191,251

806,02:03:24,78,15,175,155,118,242,213

807,02:03:35,66,62,130,139,125,152,202

808,02:03:48,66,13,132,79,29,10,198

809,02:04:00,66,13,68,159,45,169,38

