Index,Hora,Frecuencia Cardiaca,Frecuencia Respiratoria,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5
73,21:36:32,90,15,118,117,119,214,80

74,21:36:45,90,16,143,115,106,115,21

75,21:36:57,84,16,212,158,129,116,75

76,21:37:09,126,7,164,131,99,196,84

77,21:37:24,128,55,198,32,167,30,210

78,21:37:37,0,14,188,87,200,128,126

79,21:37:49,0,19,40,140,139,140,155

80,21:38:00,0,19,123,82,199,146,201

81,21:38:13,76,66,51,101,182,57,162

82,21:38:25,128,17,127,126,105,209,242

83,21:38:37,128,17,80,123,223,47,19

84,21:39:26,124,16,125,183,202,110,97

85,21:39:38,81,62,196,87,42,139,152

86,21:39:51,81,62,104,133,118,75,148

87,21:40:03,81,17,106,96,126,134,164

88,21:40:19,69,20,123,120,119,97,121

89,21:40:31,135,20,72,112,148,104,10

90,21:40:44,136,22,72,112,148,104,10

91,21:40:56,84,21,24,39,80,153,145

92,21:41:09,84,21,116,200,109,66,191

93,21:41:21,85,18,162,117,86,118,208

94,21:41:33,79,20,161,234,169,134,171

95,21:41:45,81,20,70,131,79,152,171

96,21:41:57,83,71,246,239,57,164,136

97,21:42:10,0,68,237,226,3,88,95

98,21:42:23,0,16,56,49,0,101,168

99,21:42:36,0,15,104,82,151,144,163

100,21:42:48,0,66,231,32,125,150,81

101,21:43:01,0,16,171,36,140,114,176

102,21:43:13,79,18,114,143,140,114,176

103,21:43:25,79,20,195,97,4,86,230

104,21:43:38,79,13,0,105,116,247,177

105,21:43:52,85,13,0,25,152,87,30

106,21:44:05,74,58,137,15,205,141,244

107,21:44:17,63,59,150,115,31,68,250

108,21:44:30,63,63,100,167,63,63,65

109,21:44:42,63,12,164,33,150,65,116

110,21:44:56,69,14,170,170,135,117,105

111,21:45:08,69,14,159,214,180,50,42

112,21:45:20,138,15,148,218,139,29,192

113,21:45:32,138,14,148,218,139,29,192

114,21:45:45,138,14,113,140,113,122,93

115,21:45:58,86,15,132,220,141,109,80

116,21:46:10,71,15,193,114,74,192,37

117,21:46:23,69,14,226,154,132,120,103

118,21:46:36,121,19,125,189,230,182,253

119,21:46:49,0,0,149,40,7,105,29

120,21:47:03,74,14,119,123,84,147,29

121,21:47:15,74,12,140,164,96,158,236

122,21:47:28,74,12,100,157,100,53,59

123,21:47:41,79,63,100,157,100,53,59

124,21:47:54,68,21,138,130,148,132,38

125,21:48:06,137,19,62,96,121,145,115

126,21:48:19,89,21,62,96,121,145,115

127,21:48:31,89,68,166,182,245,133,178

128,21:48:44,85,15,250,40,125,170,188

129,21:48:56,78,15,172,181,241,17,4

130,21:49:09,74,15,88,89,84,110,127

131,21:49:22,74,16,82,103,131,171,243

132,21:49:35,126,16,166,172,136,89,145

133,21:49:48,131,21,121,68,74,148,34

134,21:50:01,83,18,58,87,89,118,190

135,21:50:13,79,18,120,241,108,55,236

136,21:50:26,79,19,40,36,101,129,153

137,21:50:38,86,22,76,70,248,145,169

138,21:50:50,81,70,43,150,218,146,248

139,21:51:03,170,18,43,150,218,146,248

140,21:51:15,74,66,89,169,128,103,114

141,21:51:28,126,17,116,109,91,91,104

142,21:51:42,69,18,97,95,114,92,137

143,21:51:54,130,18,233,136,188,123,121

144,21:52:08,137,17,104,95,113,113,110

145,21:52:21,79,15,227,211,230,52,84

146,21:52:34,73,19,103,199,116,108,167

147,21:52:46,125,68,97,96,24,217,101

148,21:52:59,0,20,213,82,19,74,109

149,21:53:11,0,68,213,82,19,74,109

150,21:53:22,132,84,111,131,127,126,194

151,21:53:34,69,16,124,86,143,27,165

152,21:53:47,66,19,93,77,145,247,154

153,21:54:01,63,21,107,169,79,31,70

154,21:54:13,64,19,140,135,128,113,188

155,21:54:26,64,21,122,118,110,130,158

156,21:54:38,64,65,150,148,109,106,187

157,21:54:51,64,62,123,170,149,138,173

158,21:55:03,64,68,89,133,126,64,80

159,21:55:18,65,65,169,217,169,128,125

160,21:55:30,83,64,121,121,144,148,144

161,21:55:43,73,60,110,119,104,147,176

162,21:55:55,71,59,129,134,80,155,171

163,21:56:08,71,12,125,119,135,135,192

164,21:56:19,75,14,138,149,111,133,200

165,21:56:32,71,11,66,133,71,83,51

166,21:56:44,71,59,126,126,128,128,186

167,21:56:56,125,59,127,129,75,128,127

168,21:57:08,81,11,130,130,128,127,191

169,21:57:20,0,11,30,254,34,126,68

170,21:57:33,0,11,30,254,34,126,68

171,21:57:44,0,11,30,254,34,126,68

172,21:57:57,0,11,30,254,34,126,68

173,21:58:12,0,11,30,254,34,126,68

174,21:58:38,0,11,30,254,34,126,68

175,21:58:51,0,11,30,254,34,126,68

176,21:59:03,0,11,30,254,34,126,68

177,21:59:15,0,11,30,254,34,126,68

178,21:59:28,81,14,30,254,34,126,68

179,21:59:40,76,14,88,83,55,225,51

180,21:59:53,74,13,187,154,59,133,167

181,22:00:05,126,12,12,159,97,240,164

182,22:00:18,76,9,154,91,203,165,173

183,22:00:31,142,9,154,91,203,165,173

184,22:00:43,139,11,118,221,123,184,0

185,22:00:56,88,13,205,135,120,42,117

186,22:01:08,88,10,116,15,213,28,185

187,22:01:20,138,8,140,176,243,186,176

188,22:01:33,80,9,140,176,243,186,176

189,22:01:46,135,11,137,211,84,17,152

190,22:01:59,83,58,115,36,181,36,51

191,22:02:11,83,10,117,120,255,149,72

192,22:02:23,83,8,165,118,100,84,0

193,22:02:35,0,56,116,120,208,38,99

194,22:02:47,105,9,41,172,177,248,188

195,22:02:59,105,9,216,110,19,219,98

196,22:03:14,74,17,210,0,196,51,234

197,22:03:26,74,18,210,0,196,51,234

198,22:03:38,74,17,210,0,196,51,234

199,22:03:50,74,64,210,0,196,51,234

200,22:04:04,74,61,11,15,254,190,185

201,22:04:17,73,15,126,106,42,70,115

202,22:04:30,76,15,148,224,240,5,15

203,22:04:42,78,13,62,224,240,5,15

204,22:04:56,78,64,62,224,240,5,15

205,22:05:08,73,64,62,224,240,5,15

206,22:05:20,69,64,174,160,187,90,206

207,22:05:33,69,14,80,88,34,192,20

208,22:05:45,78,62,80,88,34,192,20

209,22:05:57,130,11,218,31,8,105,45

210,22:06:09,86,8,159,244,86,146,4

211,22:06:22,86,12,159,244,86,146,4

212,22:06:35,80,13,38,72,46,83,88

213,22:06:47,80,15,38,72,46,83,88

214,22:06:59,79,64,190,80,29,232,39

215,22:07:12,131,17,81,98,101,62,52

216,22:07:26,76,0,181,219,27,244,83

217,22:07:41,83,20,181,219,27,244,83

218,22:07:54,86,21,99,184,47,145,150

219,22:08:06,86,21,8,50,120,250,89

220,22:08:18,90,16,218,96,85,98,54

221,22:08:32,90,15,9,159,202,106,79

222,22:08:47,90,19,118,9,151,46,159

223,22:08:59,142,22,192,130,31,229,124

224,22:09:12,87,20,199,222,144,27,226

225,22:09:24,87,62,206,60,249,197,189

226,22:09:35,87,60,106,182,209,116,77

227,22:09:50,84,11,106,182,209,116,77

228,22:10:02,132,11,106,182,209,116,77

229,22:10:16,80,9,169,107,121,117,230

230,22:10:29,75,9,130,240,181,130,10

231,22:10:42,75,14,10,12,153,69,202

232,22:10:54,76,16,130,185,130,132,94

233,22:11:07,71,17,119,252,96,117,235

234,22:11:20,71,17,25,113,143,137,145

235,22:11:33,71,11,185,173,87,243,57

236,22:11:46,71,59,232,221,124,29,230

237,22:12:00,71,15,150,243,89,246,253

238,22:12:12,71,0,128,157,152,202,211

239,22:12:25,71,14,66,92,165,56,75

240,22:12:37,71,15,182,79,125,124,105

241,22:12:49,70,15,229,210,146,172,217

242,22:13:02,70,15,112,222,236,244,13

243,22:13:14,80,60,33,92,43,6,185

244,22:13:28,79,14,118,92,90,64,239

245,22:13:42,131,18,87,176,101,107,150

246,22:13:54,78,17,116,108,117,129,120

247,22:14:06,130,19,16,91,108,109,111

248,22:14:20,78,68,178,164,96,136,108

249,22:14:33,72,68,1,105,69,128,136

250,22:14:48,68,20,97,126,121,194,122

251,22:15:00,68,0,149,120,153,131,155

252,22:15:13,68,13,208,52,185,93,22

253,22:15:26,68,63,115,177,140,116,239

254,22:15:38,68,66,117,151,117,130,89

255,22:15:54,68,18,29,53,114,73,119

256,22:16:08,118,66,112,236,43,239,231

257,22:16:20,66,58,215,24,133,83,13

258,22:16:33,66,12,85,82,46,235,110

259,22:16:45,72,16,222,79,141,86,21

260,22:16:59,79,18,215,53,23,57,18

261,22:17:11,82,18,84,98,74,98,68

262,22:17:26,81,18,224,2,3,236,2

263,22:17:39,134,17,224,2,3,236,2

264,22:17:51,78,18,224,2,3,236,2

265,22:18:03,125,18,224,2,3,236,2

266,22:18:17,62,18,193,153,136,127,73

267,22:18:30,85,60,186,91,158,153,242

268,22:18:43,85,15,75,38,172,244,83

269,22:18:55,136,18,4,134,0,6,0

270,22:19:08,82,17,69,92,148,81,187

271,22:19:20,82,20,165,89,136,119,94

272,22:19:32,141,20,105,120,133,123,105

273,22:19:44,127,64,219,133,223,141,79

274,22:19:56,0,66,219,133,223,141,79

275,22:20:08,0,19,198,161,34,200,217

276,22:20:23,68,18,51,69,110,158,183

277,22:20:36,66,18,141,236,133,91,161

278,22:20:48,80,20,50,252,149,184,65

279,22:21:01,72,19,29,1,100,91,108

280,22:21:14,66,61,147,27,60,56,180

281,22:21:29,118,13,58,241,217,21,52

282,22:21:42,122,60,155,15,187,158,36

283,22:21:53,70,63,227,214,191,201,195

284,22:22:08,120,16,159,199,83,57,249

285,22:22:20,68,16,58,102,126,58,180

286,22:22:34,83,14,83,52,246,207,70

287,22:22:46,73,17,99,148,121,232,54

288,22:22:59,125,64,120,83,27,97,234

289,22:23:13,125,16,143,128,121,102,176

290,22:23:25,125,16,150,148,124,121,251

291,22:23:39,0,63,157,106,123,132,99

292,22:23:52,82,22,157,106,123,132,99

293,22:24:04,150,23,45,58,83,65,151

294,22:24:17,141,22,155,135,90,37,244

295,22:24:29,73,66,182,70,97,48,48

296,22:24:44,80,16,160,9,62,132,161

297,22:24:57,83,15,231,38,161,178,120

298,22:25:11,129,14,48,218,62,117,89

299,22:25:23,77,14,95,124,167,27,161

300,22:25:35,77,10,243,225,145,126,215

301,22:25:48,69,9,148,246,111,143,212

302,22:26:02,129,11,140,137,89,234,32

303,22:26:15,77,14,125,106,131,127,200

304,22:26:28,81,19,150,5,142,56,7

305,22:26:42,81,15,171,201,211,54,68

306,22:26:55,133,17,196,95,66,220,165

307,22:27:07,74,66,129,121,229,226,231

308,22:27:20,195,19,195,61,210,120,208

309,22:27:34,79,18,160,159,52,106,5

310,22:27:47,79,16,109,205,82,224,91

311,22:28:01,79,12,101,109,62,107,108

312,22:28:13,131,9,101,109,62,107,108

313,22:28:28,131,7,12,185,195,139,92

314,22:28:40,85,12,12,185,195,139,92

315,22:28:53,138,14,190,50,35,4,210

316,22:29:06,86,9,75,137,159,128,211

317,22:29:20,86,10,229,146,233,211,203

318,22:29:33,86,56,189,115,36,37,195

319,22:29:48,86,60,88,133,144,199,95

320,22:30:00,85,15,65,42,137,4,189

321,22:30:12,78,69,151,34,252,49,230

322,22:30:25,79,70,116,145,91,206,23

323,22:30:39,79,68,116,145,91,206,23

324,22:30:51,77,17,210,80,127,78,41

325,22:31:04,82,12,11,64,252,249,233

326,22:31:17,86,58,160,27,173,163,219

327,22:31:32,138,57,147,164,242,133,15

328,22:31:44,138,59,144,90,110,119,99

329,22:31:56,84,62,163,25,137,46,81

330,22:32:08,84,62,113,102,143,166,168

331,22:32:22,73,20,200,165,108,100,114

332,22:32:36,64,71,24,95,120,241,175

333,22:32:48,83,70,111,142,164,69,157

334,22:33:02,132,18,111,142,164,69,157

335,22:33:15,72,15,156,180,145,157,47

336,22:33:28,71,61,128,26,61,131,168

337,22:33:40,71,18,197,206,212,119,10

338,22:33:52,85,20,197,206,212,119,10

339,22:34:06,92,20,193,246,172,85,84

340,22:34:18,92,16,18,79,14,184,163

341,22:34:30,95,66,88,234,195,208,205

342,22:34:45,95,14,177,147,113,177,61

343,22:34:59,77,59,177,147,113,177,61

344,22:35:12,65,13,254,96,248,253,78

345,22:35:24,0,63,105,231,246,73,218

346,22:35:38,69,15,175,238,64,126,127

347,22:35:51,128,19,203,215,106,120,202

348,22:36:39,78,65,95,108,119,189,78

349,22:36:54,69,0,238,112,78,34,230

350,22:37:06,63,70,0,48,9,204,192

351,22:37:18,62,22,212,183,223,80,182

352,22:37:29,65,21,104,130,30,63,132

353,22:37:43,65,20,110,232,148,155,125

354,22:37:57,65,69,88,76,126,112,100

355,22:38:09,75,68,109,136,183,123,175

356,22:38:23,129,19,104,30,64,61,130

357,22:38:36,129,70,217,230,9,53,227

358,22:38:49,77,68,48,98,133,172,187

359,22:39:00,77,22,138,65,47,190,194

360,22:39:13,81,17,140,233,28,113,30

361,22:39:25,80,13,166,112,95,53,58

362,22:39:39,81,15,51,189,97,248,204

363,22:39:52,82,59,172,178,126,95,184

364,22:40:06,82,58,89,235,195,64,28

365,22:40:18,88,15,116,126,173,152,94

366,22:40:30,80,0,95,221,99,145,236

367,22:40:45,70,0,27,75,27,241,84

368,22:40:58,115,21,27,75,27,241,84

369,22:41:10,63,21,27,75,27,241,84

370,22:41:24,114,22,74,94,103,117,197

371,22:41:37,115,22,217,142,22,84,0

372,22:41:48,65,22,58,79,123,185,81

373,22:42:00,69,70,47,96,53,98,181

374,22:42:12,69,70,89,89,109,82,206

375,22:42:25,69,22,187,218,243,137,52

376,22:42:39,69,22,114,82,69,117,6

377,22:42:52,69,22,34,171,4,167,108

378,22:43:05,69,23,98,170,254,80,20

379,22:43:17,123,23,113,131,87,102,204

380,22:43:30,62,17,117,111,114,124,238

381,22:43:42,62,17,157,135,238,141,209

382,22:43:54,66,17,119,156,189,125,137

383,22:44:07,74,22,122,128,190,189,85

384,22:44:21,69,22,141,138,118,162,136

385,22:44:33,69,15,80,110,118,142,87

386,22:44:45,0,17,228,208,91,59,212

387,22:44:57,64,17,228,208,91,59,212

388,22:45:08,64,18,3,132,97,191,39

389,22:45:21,81,20,182,213,82,46,42

390,22:45:33,81,22,126,15,118,212,139

391,22:45:46,81,14,27,4,202,210,219

392,22:45:59,133,15,137,167,234,12,226

393,22:46:11,82,15,230,125,107,116,65

394,22:46:24,134,23,151,0,110,156,89

395,22:46:36,134,23,17,78,113,221,81

396,22:46:48,82,23,157,180,212,39,174

397,22:47:01,81,71,44,237,184,159,111

398,22:47:14,81,23,103,123,124,169,88

399,22:47:26,83,70,53,198,235,183,91

400,22:47:38,83,70,96,143,56,54,109

401,22:47:52,79,19,39,196,163,38,109

402,22:48:04,131,17,116,161,126,2,105

403,22:48:17,79,65,111,78,99,95,119

404,22:48:29,75,65,147,140,35,173,97

405,22:48:43,65,19,105,109,107,118,91

406,22:48:56,65,18,105,109,107,118,91

407,22:49:08,71,69,105,109,107,118,91

408,22:49:21,121,22,91,58,109,112,111

409,22:49:35,65,71,65,161,55,0,125

410,22:49:48,117,23,208,175,113,104,98

411,22:49:59,71,71,231,70,150,128,189

412,22:50:11,71,23,104,187,167,190,76

413,22:50:23,62,20,162,86,206,128,227

414,22:50:35,62,17,136,107,123,119,137

415,22:50:47,114,17,27,135,110,0,61

416,22:50:59,63,12,49,143,142,88,54

417,22:51:12,63,14,49,143,142,88,54

418,22:51:26,76,68,237,0,153,33,59

419,22:51:38,74,16,106,196,215,174,79

420,22:51:51,79,68,188,125,113,249,221

421,22:52:03,126,12,130,131,127,132,133

422,22:52:16,121,9,129,126,129,128,129

423,22:52:29,79,55,129,126,127,128,129

424,22:52:42,82,55,129,126,128,126,184

425,22:52:56,82,55,112,116,148,117,131

426,22:53:08,82,11,128,128,127,128,186

427,22:53:19,138,11,129,128,126,126,182

428,22:53:34,138,11,129,128,136,125,200

429,22:53:46,86,11,113,106,135,132,121

430,22:53:58,86,16,131,130,132,130,195

431,22:54:11,130,17,131,127,124,122,177

432,22:54:24,84,22,126,133,130,130,192

433,22:54:37,84,23,130,129,127,124,169

434,22:54:50,84,25,132,129,128,129,173

435,22:55:03,147,25,86,139,83,83,119

436,22:55:15,147,70,91,225,221,13,56

437,22:55:27,94,22,152,157,132,94,241

438,22:55:39,70,25,20,194,253,31,237

439,22:55:52,84,21,175,52,117,254,246

440,22:56:03,130,21,181,185,156,178,219

441,22:56:17,78,16,46,85,248,101,166

442,22:56:28,78,62,117,127,127,103,185

443,22:56:40,78,14,139,142,135,132,212

444,22:56:53,82,13,3,74,20,164,200

445,22:57:04,131,9,40,48,34,44,79

446,22:57:18,129,7,243,151,3,102,95

447,22:57:30,77,8,243,151,3,102,127

448,22:57:41,77,8,121,102,21,205,228

449,22:57:54,129,57,121,102,21,205,228

450,22:58:07,77,10,47,168,173,152,31

451,22:58:21,77,10,8,34,150,45,143

452,22:58:34,141,16,184,64,119,55,80

453,22:59:01,141,19,184,64,119,55,77

454,22:59:15,135,68,168,85,106,117,86

455,22:59:29,86,21,127,160,22,172,134

456,22:59:41,80,20,212,37,151,71,152

457,22:59:53,80,20,177,79,219,66,10

458,23:00:05,118,70,103,226,131,135,250

459,23:00:18,0,17,199,198,179,205,0

460,23:00:31,138,14,77,39,89,106,203

461,23:00:43,138,16,226,172,126,106,59

462,23:00:54,86,17,189,29,116,107,247

463,23:01:07,86,18,169,87,93,150,24

464,23:01:19,82,68,42,83,191,115,170

465,23:01:31,74,68,113,115,149,144,187

466,23:01:42,126,23,127,11,162,91,36

467,23:01:55,134,24,135,147,94,103,214

468,23:02:07,134,22,115,106,108,128,143

469,23:02:20,77,70,115,106,108,128,143

470,23:02:31,72,21,21,84,85,27,132

471,23:02:43,77,21,28,107,219,106,237

472,23:02:55,77,21,28,107,219,122,65

473,23:03:09,77,21,73,128,174,179,73

474,23:03:21,77,20,168,60,83,154,101

475,23:03:33,78,22,108,169,173,206,56

476,23:03:45,135,20,3,63,91,93,64

477,23:03:59,83,66,91,98,164,207,127

478,23:04:12,83,66,240,54,169,20,97

479,23:04:25,86,13,95,87,33,164,164

480,23:04:37,138,15,95,87,33,164,164

481,23:04:49,86,63,176,215,249,173,14

482,23:05:01,74,17,4,65,78,89,42

483,23:05:15,139,23,86,27,41,2,64

484,23:05:28,139,73,104,153,76,81,251

485,23:05:41,139,26,143,90,85,103,101

486,23:06:10,151,26,86,96,240,120,23

487,23:06:23,95,22,65,82,16,184,134

488,23:06:36,91,21,79,33,26,244,83

489,23:06:48,143,18,194,147,132,124,91

490,23:07:01,143,14,3,193,160,247,54

491,23:07:13,91,10,170,189,28,152,206

492,23:07:25,140,10,126,209,120,160,197

493,23:07:37,133,12,125,16,206,94,144

494,23:07:51,133,62,109,248,69,41,115

495,23:08:04,133,13,193,165,171,242,155

496,23:08:16,79,14,180,139,86,239,121

497,23:08:29,131,15,144,165,152,120,89

498,23:08:42,131,16,144,165,152,120,89

499,23:08:54,131,14,122,119,130,113,146

500,23:09:07,79,18,11,108,93,117,124

501,23:09:20,131,19,116,95,62,162,56

502,23:09:32,79,15,46,31,127,90,223

503,23:09:45,79,61,46,31,127,90,223

504,23:09:57,79,13,120,21,158,179,155

505,23:10:11,79,12,66,43,81,144,41

506,23:10:23,131,10,135,113,138,85,142

507,23:10:37,89,60,16,188,143,213,70

508,23:10:49,78,63,210,60,145,1,204

509,23:11:02,84,62,162,232,185,142,163

510,23:11:14,84,15,169,126,92,83,78

511,23:11:29,84,12,169,126,160,140,111

512,23:11:42,136,10,24,211,160,140,111

513,23:11:56,85,15,160,126,110,107,48

514,23:12:08,85,22,127,130,123,126,163

515,23:12:20,85,26,182,129,147,133,34

516,23:12:33,152,27,182,97,105,193,45

517,23:12:46,145,23,15,189,18,64,242

518,23:12:59,144,23,114,179,28,120,143

519,23:13:12,97,24,247,110,122,13,85

520,23:13:26,137,15,70,111,125,112,124

521,23:13:40,84,15,120,170,97,230,191

522,23:13:53,130,18,177,170,164,34,77

523,23:14:06,79,23,11,186,33,160,108

524,23:14:20,94,73,121,115,107,150,116

525,23:14:32,97,22,89,152,147,115,167

526,23:14:44,84,19,91,181,56,73,74

527,23:14:57,83,20,106,106,186,120,160

528,23:15:09,83,17,125,161,143,41,177

529,23:15:22,83,23,105,251,78,117,163

530,23:15:37,82,15,93,104,206,94,78

531,23:15:49,76,15,93,104,206,94,78

532,23:16:01,79,18,98,248,217,151,146

533,23:16:14,124,18,224,245,89,172,215

534,23:16:26,124,17,244,107,236,246,88

535,23:16:38,121,16,125,178,39,90,78

536,23:16:53,124,14,173,180,42,68,65

537,23:17:04,72,14,102,142,145,239,196

538,23:17:16,115,11,115,119,166,78,212

539,23:17:29,115,10,226,194,147,195,161

540,23:17:42,65,9,147,159,123,178,49

541,23:17:55,117,9,142,92,131,59,151

542,23:18:08,65,9,13,193,73,132,170

543,23:18:20,63,14,248,141,74,172,165

544,23:18:33,115,20,35,148,23,187,59

545,23:18:45,62,61,7,120,80,132,82

546,23:18:57,80,9,144,122,123,126,190

547,23:19:10,134,10,252,150,191,217,201

548,23:19:24,74,13,227,37,153,93,4

549,23:19:37,71,13,17,206,18,164,168

550,23:19:50,129,16,8,231,165,254,68

551,23:20:01,125,15,19,3,66,98,86

552,23:20:14,124,11,19,3,66,98,86

553,23:20:26,82,60,19,3,66,98,86

554,23:20:39,90,13,233,43,119,10,194

555,23:20:52,142,19,150,89,63,184,109

556,23:21:05,142,21,150,89,63,184,109

557,23:21:17,73,16,150,208,219,185,196

558,23:21:28,68,15,60,98,159,228,166

559,23:21:40,68,60,127,199,165,229,1

560,23:21:52,73,11,172,105,125,141,148

561,23:22:06,73,10,153,233,17,99,39

562,23:22:18,79,60,138,193,194,200,229

563,23:22:30,84,60,85,41,32,122,91

564,23:22:42,88,13,66,207,96,0,30

565,23:22:56,87,16,194,107,33,159,132

566,23:23:10,135,84,194,107,33,159,132

567,23:23:22,135,23,157,69,123,138,88

568,23:23:36,83,23,106,193,42,132,28

569,23:23:48,83,23,129,128,105,61,239

570,23:24:00,86,70,102,105,123,164,0

571,23:24:13,138,21,64,197,138,112,96

572,23:24:25,79,21,215,205,165,193,254

573,23:24:37,129,70,165,88,102,100,227

574,23:24:50,79,23,30,88,102,100,227

575,23:25:02,125,24,149,101,153,113,106

576,23:25:18,75,23,145,146,95,93,165

577,23:25:31,70,23,135,216,118,70,167

578,23:25:44,87,13,104,111,199,93,237

579,23:25:58,76,15,100,117,114,160,228

580,23:26:10,65,10,167,203,173,205,119

581,23:26:23,65,8,140,149,208,27,197

582,23:26:35,68,7,175,126,113,151,242

583,23:26:47,76,56,142,20,11,121,198

584,23:26:59,82,57,142,20,11,121,198

585,23:27:12,72,9,133,136,145,163,132

586,23:27:25,65,57,44,48,253,146,233

587,23:27:37,65,10,202,124,139,87,157

588,23:27:49,63,59,226,227,240,135,5

589,23:28:05,63,59,94,153,40,15,83

590,23:28:20,64,20,103,91,132,107,112

591,23:28:32,116,12,168,217,151,114,102

592,23:28:44,116,17,104,32,239,175,103

593,23:28:57,64,65,145,98,99,126,136

594,23:29:09,68,69,145,98,99,126,146

595,23:29:20,70,84,5,101,144,114,222

596,23:29:32,70,84,124,112,131,121,157

597,23:29:44,85,84,142,162,223,8,254

598,23:29:56,88,0,30,255,231,93,43

599,23:30:08,140,21,53,15,186,150,48

600,23:30:22,89,71,0,140,231,68,49

601,23:30:35,84,25,144,78,8,111,214

602,23:30:47,253,26,161,228,0,168,112

603,23:31:00,84,74,129,42,91,3,51

604,23:31:12,78,19,162,57,107,213,83

605,23:31:24,84,0,28,244,136,188,65

606,23:31:36,134,17,37,183,110,137,65

