Index,Hora,Frecuencia Cardiaca,Frecuencia Respiratoria,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5
72,00:58:47,75,20,133,60,146,37,141
73,00:58:59,76,18,107,114,106,130,140
74,00:59:11,77,15,129,143,161,101,228
75,00:59:27,87,16,207,164,97,120,62
76,00:59:39,85,65,106,149,157,142,66
77,00:59:51,81,19,101,96,227,155,202
78,01:00:04,69,17,147,129,103,100,89
79,01:00:16,130,16,131,111,151,142,224
80,01:00:29,70,18,172,166,138,151,251
81,01:00:41,123,21,140,152,130,107,198
82,01:00:53,133,70,13,109,126,89,102
83,01:01:05,133,72,198,48,96,71,51
84,01:01:16,82,22,142,0,130,137,206
85,01:01:30,66,22,149,241,100,89,120
86,01:01:43,133,21,149,127,100,92,156
87,01:01:57,133,70,132,125,104,213,154
88,01:02:09,84,22,206,205,133,26,188
89,01:02:22,74,22,130,195,184,60,49
90,01:02:37,0,22,130,131,119,135,214
91,01:02:50,150,18,64,92,138,204,138
92,01:03:02,70,65,119,138,89,115,62
93,01:03:14,127,20,54,145,26,25,121
94,01:03:26,127,21,160,167,186,150,57
95,01:03:38,83,70,96,48,150,176,128
96,01:03:51,123,19,33,49,224,177,223
97,01:04:03,62,20,112,47,170,103,120
98,01:04:16,62,0,152,177,109,144,3
99,01:04:30,73,69,182,74,168,154,233
100,01:04:43,81,20,210,182,173,188,88
101,01:04:56,70,13,193,99,119,194,176
102,01:05:09,66,9,160,118,219,169,233
103,01:05:22,65,15,70,121,132,108,87
104,01:05:36,117,63,70,121,132,108,87
105,01:05:48,117,17,70,121,132,108,87
106,01:06:00,65,20,5,159,243,18,5
107,01:06:15,123,66,5,159,243,18,5
108,01:06:29,117,17,5,159,243,18,5
109,01:06:42,119,14,5,159,243,18,5
110,01:07:09,75,0,75,142,48,26,70
111,01:07:20,75,0,134,115,4,171,56
112,01:07:34,128,21,119,160,135,107,104
113,01:07:46,71,22,116,118,120,117,139
114,01:07:59,63,70,126,150,122,173,195
115,01:08:12,70,71,98,219,83,245,157
116,01:08:23,93,72,166,39,41,119,96
117,01:08:37,94,24,135,140,172,110,231
118,01:08:49,94,23,136,32,122,186,108
119,01:09:04,144,17,27,78,200,127,21
120,01:09:18,91,19,196,119,188,243,162
121,01:09:30,142,64,124,242,123,7,68
122,01:09:43,83,18,124,242,123,65,202
123,01:09:55,78,64,118,153,116,158,3
124,01:10:07,78,16,226,115,160,122,135
125,01:10:19,87,18,226,115,160,122,135
126,01:10:33,90,69,86,83,109,72,13
127,01:10:46,90,72,86,83,109,72,13
128,01:10:59,92,22,169,145,13,255,83
129,01:11:12,73,19,108,145,13,255,83
130,01:11:25,81,20,111,114,208,240,182
131,01:11:37,82,64,109,113,131,119,103
132,01:11:50,86,18,116,132,71,114,136
133,01:12:02,89,19,145,214,149,166,109
134,01:12:16,89,69,143,106,54,130,92
135,01:12:29,69,69,123,121,141,186,234
136,01:12:42,62,69,121,122,239,203,63
137,01:12:55,63,69,158,149,144,116,23
138,01:13:08,71,65,158,149,144,116,23
139,01:13:20,75,64,130,113,90,139,171
140,01:13:32,78,18,105,137,121,95,100
141,01:13:44,79,66,2,132,119,140,74
142,01:13:57,66,19,156,109,118,96,149
143,01:14:09,116,21,121,177,143,88,117
144,01:14:21,78,21,187,98,28,131,191
145,01:14:42,78,20,95,106,159,136,235
146,01:14:54,86,21,128,153,130,115,156
147,01:15:08,69,19,109,208,253,121,109
148,01:15:23,65,20,162,1,122,136,79
149,01:15:36,66,19,238,170,5,158,127
150,01:15:48,118,19,123,82,139,163,119
151,01:16:00,118,68,123,82,139,163,119
152,01:16:12,128,72,123,82,139,163,119
153,01:16:25,70,19,126,144,230,212,27
154,01:16:41,79,18,119,26,182,127,211
155,01:16:52,133,19,0,18,101,166,82
156,01:17:05,81,16,0,18,101,166,82
157,01:17:17,82,16,174,79,150,5,215
158,01:17:29,85,15,159,100,63,16,201
159,01:17:41,85,13,189,101,63,16,201
160,01:17:56,84,61,114,123,135,110,58
161,01:18:07,84,61,106,191,216,145,117
162,01:18:20,136,61,227,237,10,165,223
163,01:18:32,85,65,70,137,254,242,187
164,01:18:43,75,19,177,201,0,115,121
165,01:18:55,73,19,120,146,164,98,167
166,01:19:08,121,20,173,177,164,166,123
167,01:19:20,69,20,150,178,75,166,114
168,01:19:33,69,69,41,169,145,113,135
169,01:19:45,70,22,59,204,122,202,6
170,01:19:58,123,20,159,165,116,111,40
171,01:20:10,85,15,116,116,117,167,223
172,01:20:23,140,14,86,88,119,193,208
173,01:20:35,76,191,143,196,158,188,124
174,01:20:47,83,18,156,56,179,242,129
175,01:21:01,83,19,56,96,118,32,52
176,01:21:12,130,21,43,123,155,139,173
177,01:21:27,78,18,89,129,114,116,126
178,01:21:39,132,64,160,142,182,137,255
179,01:22:05,77,18,119,57,141,162,148
180,01:22:18,64,18,126,15,66,10,153
181,01:22:31,123,20,150,231,200,126,65
182,01:22:43,81,63,126,178,0,126,111
183,01:22:57,149,21,89,107,121,109,208
184,01:23:11,134,22,78,95,124,94,244
185,01:23:22,69,68,133,22,181,107,160
186,01:23:35,115,17,4,209,161,141,135
187,01:23:48,63,17,127,163,71,84,53
188,01:24:00,62,61,214,204,94,159,176
189,01:24:12,114,62,115,133,113,132,120
190,01:24:24,62,61,97,126,178,217,224
191,01:24:37,62,65,101,22,139,243,46
192,01:24:49,70,17,143,159,224,28,84
193,01:25:01,69,20,201,18,109,70,110
194,01:25:14,81,71,80,162,52,9,207
195,01:25:26,141,71,117,163,247,181,113
196,01:25:38,141,14,86,188,194,157,26
197,01:25:50,141,15,254,86,253,121,104
198,01:26:03,141,20,232,192,186,87,105
199,01:26:15,142,22,238,27,114,159,195
200,01:26:28,140,23,161,128,171,75,147
201,01:26:40,232,24,141,142,171,151,44
202,01:26:53,79,23,126,108,49,8,78
203,01:27:06,139,21,80,69,237,171,233
204,01:27:21,144,21,178,30,241,15,125
205,01:27:33,90,0,143,116,105,115,196
206,01:27:46,142,66,143,116,105,115,196
207,01:27:58,89,66,143,116,105,115,196
208,01:28:11,133,16,132,170,235,219,75
209,01:28:24,133,17,136,209,43,212,14
210,01:28:36,81,17,160,52,121,186,255
211,01:28:48,81,22,245,71,98,181,244
212,01:29:00,81,23,55,102,255,75,181
213,01:29:13,81,20,239,179,16,212,18
214,01:29:26,85,18,247,71,208,84,0
215,01:29:38,141,23,247,71,208,84,0
216,01:29:52,100,25,79,126,172,101,60
217,01:30:05,103,74,55,162,86,101,60
218,01:30:19,103,28,0,78,7,27,169
219,01:30:31,97,73,47,57,59,109,112
220,01:30:44,90,71,179,9,171,45,74
221,01:30:58,65,71,30,162,105,169,234
222,01:31:11,62,23,143,119,131,90,135
223,01:31:23,62,71,143,119,131,90,135
224,01:31:36,72,23,124,129,120,155,82
225,01:31:47,82,72,124,129,120,155,82
226,01:32:00,81,23,82,88,17,57,126
227,01:32:15,81,26,27,230,132,122,233
228,01:32:26,90,0,165,58,69,76,163
229,01:32:38,75,13,62,181,64,0,0
230,01:32:52,79,13,177,232,186,91,142
231,01:33:04,85,12,106,138,102,232,16
232,01:33:16,85,12,99,199,154,223,157
233,01:33:27,73,12,135,103,123,49,81
234,01:33:39,73,13,170,129,136,144,84
235,01:33:51,125,15,219,98,62,57,191
236,01:34:03,73,15,205,159,245,68,174
237,01:34:16,89,22,232,197,101,181,137
238,01:34:29,89,23,76,152,170,190,99
239,01:34:42,81,23,71,148,37,149,84
240,01:34:54,81,24,127,181,28,203,174
241,01:35:07,91,68,116,138,166,143,204
242,01:35:19,143,20,149,7,164,205,71
243,01:35:33,70,19,184,216,0,82,0
244,01:35:45,82,70,92,140,125,121,39
245,01:35:58,73,22,173,111,86,139,8
246,01:36:10,66,18,173,111,86,139,197
247,01:36:24,66,66,253,81,120,28,56
248,01:36:37,0,68,99,170,76,129,131
249,01:36:49,0,65,25,36,157,202,138
250,01:37:01,92,65,93,52,97,69,134
251,01:37:14,0,21,106,176,136,157,175
252,01:37:27,82,20,120,143,169,130,54
253,01:37:39,130,19,130,123,149,108,216
254,01:37:52,70,21,137,98,121,101,88
255,01:38:05,70,21,205,35,114,32,219
256,01:38:17,135,23,33,123,76,115,252
257,01:38:28,83,69,152,120,136,129,241
258,01:38:40,83,23,129,94,76,102,230
259,01:38:55,98,31,117,123,133,136,190
260,01:39:07,145,30,87,167,108,128,135
261,01:39:20,151,28,121,145,109,210,239
262,01:39:32,135,23,212,136,94,214,186
263,01:39:58,130,18,167,145,154,217,147
264,01:40:10,78,16,167,145,154,217,147
265,01:40:24,130,16,110,106,176,9,210
266,01:40:37,130,13,120,94,176,9,210
267,01:40:50,128,12,120,94,176,9,210
268,01:41:04,76,63,148,122,139,113,202
269,01:41:16,86,17,110,98,62,119,99
270,01:41:29,86,65,228,201,122,84,0
271,01:41:42,86,20,107,141,212,232,166
272,01:41:57,85,21,108,228,233,144,100
273,01:42:12,121,18,108,228,233,144,100
274,01:42:23,65,21,10,174,86,111,255
275,01:42:37,82,23,139,193,138,184,63
276,01:42:49,70,66,142,127,57,216,255
277,01:43:02,70,15,110,100,150,32,54
278,01:43:14,132,17,126,85,153,136,150
279,01:43:26,132,17,193,53,103,202,126
280,01:43:38,137,22,94,77,59,133,56
281,01:43:50,85,23,119,187,115,234,121
282,01:44:03,85,23,117,214,175,97,53
283,01:44:15,85,84,117,12,156,173,133
284,01:44:28,82,68,94,224,217,17,217
285,01:44:41,73,18,146,115,177,27,14
286,01:44:54,71,0,83,108,119,185,155
287,01:45:07,71,17,191,219,8,128,87
288,01:45:19,71,69,145,208,81,98,250
289,01:45:32,71,23,140,86,180,152,215
290,01:45:45,71,23,187,20,160,25,207
291,01:45:58,74,70,130,116,141,124,173
292,01:46:10,126,17,125,125,110,145,84
293,01:46:23,64,13,74,160,68,86,111
294,01:46:34,64,14,181,120,84,101,34
295,01:46:49,62,14,141,132,101,129,182
296,01:47:01,0,17,147,132,123,96,153
297,01:47:14,70,0,193,150,131,94,52
298,01:47:29,81,20,245,90,35,75,231
299,01:47:40,90,72,65,155,117,107,126
300,01:47:54,77,23,8,54,6,182,132
301,01:48:06,85,20,128,77,14,64,5
302,01:48:19,76,20,84,50,79,204,50
303,01:48:30,91,71,53,108,126,92,34
304,01:48:42,81,22,112,97,125,163,84
305,01:48:55,92,23,112,124,194,218,94
306,01:49:07,144,72,133,113,107,171,199
307,01:49:20,89,18,110,117,135,83,90
308,01:49:32,76,13,125,131,213,229,88
309,01:49:45,128,13,94,117,212,126,199
310,01:49:57,130,14,106,188,130,61,49
311,01:50:11,78,21,240,246,78,105,41
312,01:50:22,78,19,76,22,87,228,147
313,01:50:34,77,65,141,171,0,119,213
314,01:50:46,129,15,32,124,101,105,81
315,01:50:58,77,18,140,135,94,131,166
316,01:51:10,79,16,118,162,139,87,240
317,01:51:23,84,64,79,222,124,96,244
318,01:51:35,84,16,129,129,100,118,31
319,01:51:48,80,13,10,2,107,55,168
320,01:52:00,80,12,141,132,125,50,125
321,01:52:12,80,12,111,121,157,151,82
322,01:52:26,132,62,77,64,107,97,57
323,01:52:38,80,61,69,65,225,109,91
324,01:52:52,88,17,114,143,52,201,255
325,01:53:04,144,17,89,98,79,218,76
326,01:53:16,81,14,207,89,238,187,213
327,01:53:28,81,17,185,145,142,189,4
328,01:53:41,0,13,84,102,98,113,165
329,01:53:53,0,21,230,247,73,247,231
330,01:54:06,0,21,178,199,136,246,118
331,01:54:31,124,16,237,15,169,159,162
332,01:54:43,79,64,89,162,101,115,144
333,01:54:55,84,14,129,141,231,138,120
334,01:55:07,70,64,106,139,144,84,153
335,01:55:19,66,0,106,139,144,84,153
336,01:55:31,66,0,127,72,47,114,103
337,01:55:43,79,20,131,134,177,111,241
338,01:55:57,70,12,33,222,37,89,137
339,01:56:09,70,17,123,137,213,52,155
340,01:56:22,68,19,112,29,27,37,94
341,01:56:36,123,20,4,50,127,146,208
342,01:56:48,82,196,157,238,93,124,184
343,01:57:01,137,21,123,134,121,135,168
344,01:57:13,85,22,99,116,210,36,107
345,01:57:27,86,173,166,35,193,171,196
346,01:57:39,83,19,193,168,165,55,231
347,01:57:52,80,68,129,123,111,31,238
348,01:58:05,66,69,115,108,119,104,102
349,01:58:20,91,24,69,189,182,165,227
350,01:58:32,141,23,129,236,168,232,171
351,01:58:44,74,21,130,123,123,173,47
352,01:58:55,127,22,86,109,116,116,150
353,01:59:08,81,21,188,105,31,194,101
354,01:59:22,72,21,196,237,230,125,207
355,01:59:35,126,21,227,32,147,29,142
356,01:59:49,131,21,136,231,241,228,212
357,02:00:01,81,20,12,71,140,124,248
358,02:00:12,121,20,109,108,110,201,57
359,02:00:25,121,17,99,96,79,172,190
360,02:00:36,81,20,99,96,79,172,190
361,02:00:49,133,22,138,103,149,219,208
362,02:01:01,138,24,93,88,129,129,202
363,02:01:27,65,23,123,78,142,121,159
364,02:01:39,62,71,230,118,24,114,197
365,02:01:52,124,19,21,148,81,221,237
